,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
359,360,arnovmo01,,,1910.0,11.0,16.0,USA,WI,Superior,1959.0,7.0,20.0,USA,WI,Superior,Morrie,Arnovich,,Morris,Snooker,168.0,70.0,R,R,9/14/1936,4/21/1946,,arnovmo01,arnovmo01,arnom101,arnovmo01,arnovmo01
360,361,arnsbbr01,,,1963.0,8.0,20.0,USA,WA,Seattle,,,,,,,Brad,Arnsberg,,Bradley James,,205.0,76.0,R,R,9/6/1986,4/23/1992,Merced CC,arnsbbr01,arnsbbr01,arnsb001,arnsbbr01,arnsbbr01
361,362,arntzor01,,,1909.0,10.0,18.0,USA,IL,Beverly,1970.0,1.0,28.0,USA,IA,Cedar Rapids,Orie,Arntzen,,Orie Edgar,Old Folks,200.0,73.0,R,R,4/20/1943,9/26/1943,,arntzor01,arntzor01,arnto101,arntzor01,arntzor01
362,363,arochre01,,,1966.0,2.0,24.0,Cuba,,Havana,,,,,,,Rene,Arocha,,Rene (Magaly),,180.0,72.0,R,R,4/9/1993,6/6/1997,,arochre01,arochre01,arocr001,arochre01,arochre01
363,364,arrigge01,,,1941.0,6.0,12.0,USA,IL,Chicago,,,,,,,Gerry,Arrigo,,Gerald William,,185.0,73.0,L,L,6/12/1961,6/5/1970,,arrigge01,arrigge01,arrig101,arrigge01,arrigge01
364,365,arrojro01,,,1968.0,7.0,18.0,Cuba,,Havana,,,,,,,Rolando,Arrojo,,Luis Rolando (Avila),,215.0,76.0,R,R,4/1/1998,9/22/2002,,arrojro01,arrojro01,arror001,arrojro01,arrojro01
365,366,arroybr01,,,1977.0,2.0,24.0,USA,FL,Key West,,,,,,,Bronson,Arroyo,,,Saturn Nuts,195.0,76.0,R,R,6/12/2000,,,arroybr01,arroybr01,arrob001,arroybr01,arroybr01
366,367,arroyfe01,,,1952.0,3.0,21.0,USA,CA,Sacramento,,,,,,,Fernando,Arroyo,,Fernando,,180.0,74.0,R,R,6/28/1975,8/11/1986,,arroyfe01,arroyfe01,arrof001,arroyfe01,arroyfe01
367,368,arroylu01,,,1927.0,2.0,18.0,P.R.,,Penuelas,,,,,,,Luis,Arroyo,,Luis Enrique,,178.0,68.0,L,L,4/20/1955,5/28/1963,,arroylu01,arroylu01,arrol101,arroylu01,arroylu01
368,369,arroyru01,,,1950.0,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,,Rudolph,,195.0,74.0,L,L,6/1/1971,6/24/1971,,arroyru01,arroyru01,arror101,arroyru01,arroyru01
369,370,arundha01,,,1855.0,2.0,,USA,PA,Philadelphia,1904.0,3.0,25.0,USA,OH,Cleveland,Harry,Arundel,,Harry,,145.0,66.0,,R,7/19/1875,10/10/1884,,arundha01,arundha01,arunh101,arundha01,arundha01
370,371,arundtu01,,,1862.0,6.0,30.0,USA,NY,Romulus,1912.0,9.0,5.0,USA,NY,Auburn,Tug,Arundel,,John Thomas,,175.0,70.0,,,5/23/1882,9/27/1888,,arundtu01,arundtu01,arunt101,arundtu01,arundtu01
371,372,asadora01,,,1962.0,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,,Randall Carl,,185.0,73.0,R,R,9/14/1986,10/5/1986,Fresno State,asadora01,asadora01,asadr001,asadora01,asadora01
372,373,asbelji01,,,1914.0,6.0,22.0,USA,TX,Dallas,1967.0,7.0,6.0,USA,CA,San Mateo,Jim,Asbell,,James Marion,Big Train,195.0,72.0,R,R,5/8/1938,10/2/1938,,asbelji01,asbelji01,asbej101,asbelji01,asbelji01
373,374,asbjoca01,,,1909.0,6.0,19.0,USA,MA,Concord,1970.0,1.0,21.0,USA,PA,Williamsport,Casper,Asbjornson,Name Changed To Asby,Robert Anthony,,196.0,73.0,R,R,9/17/1928,8/31/1932,,asbjoca01,asbjoca01,asbjc101,asbjoca01,asbjoca01
374,375,ashke01,,,1901.0,9.0,16.0,USA,WV,Anmoore,1979.0,11.0,15.0,USA,WV,Clarksburg,Ken,Ash,,Kenneth Lowther,,165.0,71.0,R,R,4/17/1925,9/26/1930,,ashke01,ashke01,ash-k101,ashke01,ashke01
375,376,ashburi01,,ashburi01h,1927.0,3.0,19.0,USA,NE,Tilden,1997.0,9.0,9.0,USA,NY,New York,Richie,Ashburn,,Don Richard,"Whitey,Put Put",170.0,70.0,L,R,4/20/1948,9/30/1962,,ashburi01,ashburi01,ashbr101,ashburi01,ashburi01
376,377,ashbyal01,,,1951.0,7.0,8.0,USA,CA,Long Beach,,,,,,,Alan,Ashby,,Alan Dean,,185.0,74.0,B,R,7/3/1973,5/9/1989,Los Angeles Harbor JC,ashbyal01,ashbyal01,ashba001,ashbyal01,ashbyal01
377,378,ashbyan01,,,1967.0,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,,Andrew Jason,,180.0,73.0,R,R,6/10/1991,9/14/2004,Crowder (MO) JC,ashbyan01,ashbyan01,ashba002,ashbyan01,ashbyan01
378,379,ashfotu01,,,1954.0,12.0,4.0,USA,TN,Memphis,,,,,,,Tucker,Ashford,,Thomas Steven,,195.0,73.0,R,R,9/21/1976,5/14/1984,Shelby St. CC,ashfotu01,ashfotu01,ashft001,ashfotu01,ashfotu01
379,380,ashlebi01,,,1970.0,7.0,11.0,USA,MI,Trenton,,,,,,,Billy,Ashley,,Billy Manual,,220.0,79.0,R,R,9/1/1992,7/30/1998,,ashlebi01,ashlebi01,ashlb001,ashlebi01,ashlebi01
380,381,asmusto01,,,1878.0,9.0,26.0,USA,IL,Chicago,1963.0,8.0,21.0,USA,IL,Arlington Heights,Tom,Asmussen,,Thomas William,,181.885744235,71.0,,R,8/10/1907,8/19/1907,,asmusto01,asmusto01,asmut101,asmusto01,asmusto01
381,382,asprobo01,,,1938.0,6.0,19.0,USA,NY,Brooklyn,,,,,,,Bob,Aspromonte,,Robert Thomas,,170.0,74.0,R,R,9/19/1956,9/28/1971,,asprobo01,asprobo01,asprb101,asprobo01,asprobo01
382,383,asproke01,asproke01m,,1931.0,9.0,22.0,USA,NY,Brooklyn,,,,,,,Ken,Aspromonte,,Kenneth Joseph,,180.0,72.0,R,R,9/2/1957,6/21/1963,,asproke01,asproke01,asprk101,asproke01,asproke01
383,384,asselbr01,,,1953.0,9.0,23.0,USA,CA,Santa Barbara,,,,,,,Brian,Asselstine,,Brian Hanly,,175.0,73.0,L,R,9/14/1976,10/3/1981,Allan Hancock JC,asselbr01,asselbr01,asseb101,asselbr01,asselbr01
384,385,assenpa01,,,1960.0,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,,Paul Andre,,195.0,75.0,L,L,4/12/1986,10/3/1999,Aquinas,assenpa01,assenpa01,assep001,assenpa01,assenpa01
385,386,astacpe01,,,1969.0,11.0,28.0,D.R.,,Hato Mayor,,,,,,,Pedro,Astacio,,Pedro Julio (Pura),,174.0,74.0,R,R,7/3/1992,9/27/2006,,astacpe01,astacpe01,astap001,astacpe01,astacpe01
386,387,astrojo01,,,1922.0,9.0,1.0,USA,IL,East Alton,,,,,,,Joe,Astroth,,Joseph Henry,,187.0,69.0,R,R,8/13/1945,5/13/1956,,astrojo01,astrojo01,astrj101,astrojo01,astrojo01
387,388,atchlju01,,,1973.0,9.0,5.0,USA,WA,Sedro Woolley,,,,,,,Justin,Atchley,,,,215.0,75.0,L,L,4/7/2001,7/12/2001,,atchlju01,atchlju01,atchj001,atchlju01,atchlju01
388,389,atherch01,,,1874.0,11.0,19.0,USA,NJ,New Brunswick,1934.0,12.0,19.0,Austria,,Vienna,Charlie,Atherton,,Charles Morgan Herbert,Prexy,160.0,70.0,R,R,5/30/1899,8/22/1899,,atherch01,atherch01,athec101,atherch01,atherch01
389,390,atherke01,,,1959.0,2.0,19.0,USA,VA,Newport News,,,,,,,Keith,Atherton,,Keith Rowe,,200.0,76.0,R,R,7/14/1983,8/5/1989,,atherke01,atherke01,athek001,atherke01,atherke01
390,391,atkinja01,,,1921.0,3.0,10.0,USA,AL,Birmingham,,,,,,,James,Atkins,,James Curtis,,205.0,75.0,L,R,9/29/1950,5/10/1952,,atkinja01,atkinja01,atkij101,atkinja01,atkinja01
391,392,atkinto01,,,1887.0,12.0,9.0,USA,NE,Ponca,1956.0,5.0,7.0,USA,OH,Cleveland,Tommy,Atkins,,Francis Montgomery,,165.0,70.0,L,L,10/2/1909,9/28/1910,,atkinto01,atkinto01,atkit101,atkinto01,atkinto01
392,393,atkinal01,,,1861.0,3.0,9.0,USA,IL,Clinton,1952.0,6.0,17.0,USA,MO,Elkhorn Township,Al,Atkinson,,Albert Wright,,165.0,71.0,R,R,5/1/1884,8/13/1887,,atkinal01,atkinal01,atkia101,atkinal01,atkinal01
393,394,atkinbi01,,,1954.0,10.0,4.0,CAN,ON,Chatham,,,,,,,Bill,Atkinson,,William Cecil Glenn,,165.0,67.0,L,R,9/18/1976,9/26/1979,,atkinbi01,atkinbi01,atkib101,atkinbi01,atkinbi01
394,395,atkined01,,,1851.0,,,USA,MD,Baltimore,,,,,,,Ed,Atkinson,,Edward,,181.885744235,,,,10/22/1873,10/23/1873,,atkined01,atkined01,atkie101,atkined01,atkined01
395,396,atkinle01,,,1906.0,6.0,2.0,USA,IL,Chicago,1961.0,2.0,12.0,USA,IL,Chicago,Lefty,Atkinson,,Hubert Burley,,149.0,66.0,L,L,8/5/1927,8/5/1927,,atkinle01,atkinle01,atkil101,atkinle01,atkinle01
396,397,attredi01,,,1897.0,4.0,8.0,USA,IL,Chicago,1964.0,7.0,5.0,USA,IL,Chicago,Dick,Attreau,,Richard Gilbert,,160.0,72.0,L,L,9/14/1926,9/28/1927,,attredi01,attredi01,attrd101,attredi01,attredi01
397,398,atwelto01,,,1924.0,3.0,8.0,USA,VA,Leesburg,2003.0,1.0,25.0,USA,VA,Purcellville,Toby,Atwell,,Maurice Dailey,,185.0,69.0,L,R,4/15/1952,9/28/1956,,atwelto01,atwelto01,atwet101,atwelto01,atwelto01
398,399,atwoobi01,,,1911.0,9.0,25.0,USA,GA,Rome,1993.0,9.0,14.0,USA,TX,Snyder,Bill,Atwood,,William Franklin,,190.0,71.0,R,R,4/15/1936,9/29/1940,,atwoobi01,atwoobi01,atwob101,atwoobi01,atwoobi01
399,400,atzja01,,,1879.0,7.0,1.0,USA,DC,Washington,1945.0,5.0,22.0,USA,LA,New Orleans,Jake,Atz,born Jacob Henry Atz,John Jacob,,160.0,69.0,R,R,9/24/1902,9/30/1909,,atzja01,atzja01,atz-j101,atzja01,atzja01
400,401,aubreha01,,,1881.0,7.0,5.0,USA,MO,St. Joseph,1953.0,9.0,18.0,USA,MD,Baltimore,Harry,Aubrey,,Harry Herbert,Chub,130.0,67.0,R,R,4/22/1903,9/27/1903,,aubreha01,aubreha01,aubrc101,aubreha01,aubreha01
401,402,aucoide01,,,1970.0,3.0,27.0,CAN,PQ,Lachine,,,,,,,Derek,Aucoin,,Derek Alfred,,235.0,79.0,R,R,5/21/1996,5/25/1996,Douglass,aucoide01,aucoide01,aucod001,aucoide01,aucoide01
402,403,auderi01,,,1971.0,7.0,13.0,USA,CA,Van Nuys,,,,,,,Rich,Aude,,Richard Thomas,,180.0,77.0,R,R,9/9/1993,5/15/1996,,auderi01,auderi01,auder001,auderi01,auderi01
403,404,auerbri01,,,1950.0,2.0,15.0,USA,CA,Woodland Hills,,,,,,,Rick,Auerbach,,Frederick Steven,,165.0,72.0,R,R,4/13/1971,8/12/1981,,auerbri01,auerbri01,auerr101,auerbri01,auerbri01
404,405,augusdo01,,,1963.0,7.0,3.0,USA,CA,Inglewood,,,,,,,Don,August,,Donald Glenn,,190.0,75.0,R,R,6/2/1988,10/1/1991,Chapman,augusdo01,augusdo01,augud001,augusdo01,augusdo01
405,406,augusda01,,,1949.0,11.0,28.0,USA,WV,Follansbee,,,,,,,Dave,Augustine,,David Ralph,,174.0,74.0,R,R,9/3/1973,10/2/1974,,augusda01,augusda01,augud101,augusda01,augusda01
406,407,augusje01,,,1952.0,7.0,24.0,USA,WI,Kewaunee,,,,,,,Jerry,Augustine,,Gerald Lee,,183.0,72.0,L,L,9/9/1975,4/11/1984,Wisconsin-La Crosse,augusje01,augusje01,auguj001,augusje01,augusje01
407,408,aukerel01,,,1910.0,9.0,21.0,USA,KS,Norcatur,2006.0,8.0,4.0,USA,FL,Vero Beach,Elden,Auker,,Elden Le Roy,"Submarine,Big Six",194.0,74.0,R,R,8/10/1933,9/20/1942,,aukerel01,aukerel01,aukee101,aukerel01,aukerel01
408,409,auldsle01,,,1920.0,12.0,28.0,USA,LA,Farmerville,1999.0,10.0,13.0,USA,TX,Hondo,Leslie,Aulds,,Leycester Doyle,Tex,185.0,74.0,R,R,5/25/1947,6/22/1947,,auldsle01,auldsle01,auldt101,auldsle01,auldsle01
409,410,aultdo01,,,1950.0,3.0,9.0,USA,TX,Beaumont,2004.0,12.0,22.0,USA,FL,Tarpon Springs,Doug,Ault,,Douglas Reagan,,200.0,75.0,R,L,9/9/1976,10/5/1980,Texas Tech,aultdo01,aultdo01,aultd101,aultdo01,aultdo01
410,411,aurilri01,,,1971.0,9.0,2.0,USA,NY,Brooklyn,,,,,,,Rich,Aurilia,,Richard Santo,,170.0,72.0,R,R,9/6/1995,,St. John's,aurilri01,aurilri01,aurir001,aurilri01,aurilri01
411,412,ausanjo01,,,1965.0,12.0,9.0,USA,NY,Kingston,,,,,,,Joe,Ausanio,,Joseph John,,205.0,73.0,R,R,7/14/1994,9/15/1995,Jacksonville,ausanjo01,ausanjo01,ausaj001,ausanjo01,ausanjo01
412,413,ausmubr01,,,1969.0,4.0,14.0,USA,CT,New Haven,,,,,,,Brad,Ausmus,,Bradley David,,190.0,71.0,R,R,7/28/1993,,,ausmubr01,ausmubr01,ausmb001,ausmubr01,ausmubr01
413,414,austde01,,,1940.0,11.0,25.0,USA,NE,Tecumseh,,,,,,,Dennis,Aust,,Dennis Kay,,180.0,71.0,R,R,9/6/1965,5/7/1966,,austde01,austde01,austd101,austde01,austde01
414,415,austihe01,,,1844.0,10.0,,USA,NY,Brooklyn,1904.0,11.0,2.0,USA,NY,Amityville,Henry,Austin,,Henry C.,,181.885744235,,,,4/28/1873,8/7/1873,,austihe01,austihe01,austh101,austihe01,austihe01
415,416,austije01,,,1976.0,10.0,19.0,USA,CA,San Bernardino,,,,,,,Jeff,Austin,,,,185.0,72.0,R,R,6/26/2001,5/28/2003,Stanford,austije01,austije01,austj002,austije01,austije01
416,417,austiji02,,,1963.0,12.0,7.0,USA,VA,Farmville,,,,,,,Jim,Austin,,James Parker,,200.0,74.0,R,R,7/4/1991,7/20/1993,Virginia Commonwealth,austiji02,austiji02,austj001,austiji02,austiji02
417,418,austiji01,austiji01m,austiji01h,1879.0,12.0,8.0,Wales,,Swansea,1965.0,3.0,6.0,USA,CA,Laguna Beach,Jimmy,Austin,,James Philip,Pepper,155.0,67.0,B,R,4/19/1909,10/6/1929,,austiji01,austiji01,austj101,austiji01,austiji01
418,419,austiri01,,,1946.0,10.0,27.0,USA,WA,Seattle,,,,,,,Rick,Austin,,Rick Gerald,,190.0,76.0,R,L,6/21/1970,6/27/1976,,austiri01,austiri01,austr101,austiri01,austiri01
419,420,autryal01,,,1952.0,2.0,29.0,USA,CA,Modesto,,,,,,,Al,Autry,,Albert,,225.0,77.0,R,R,9/14/1976,9/14/1976,,autryal01,autryal01,autra101,autryal01,autryal01
420,421,autrych01,,,1885.0,1.0,2.0,USA,TN,Humboldt,1976.0,1.0,16.0,USA,CA,Santa Rosa,Chick,Autry,,William Askew,,168.0,71.0,L,L,9/18/1907,10/7/1909,,autrych01,autrych01,autrc101,autrych01,autrych01
421,422,autrych02,,,1903.0,3.0,5.0,USA,TX,Martindale,1950.0,1.0,26.0,USA,GA,Savannah,Chick,Autry,,Martin Gordon,,180.0,72.0,R,R,4/20/1924,9/18/1930,,autrych02,autrych02,autrc102,autrych02,autrych02
422,423,avenbr01,,,1972.0,3.0,4.0,USA,TX,Orange,,,,,,,Bruce,Aven,,David Bruce,,180.0,69.0,R,R,8/27/1997,5/27/2002,Lamar CC,avenbr01,avenbr01,avenb001,avenbr01,avenbr01
423,424,averiea01,,averiea01h,1902.0,5.0,21.0,USA,WA,Snohomish,1983.0,8.0,16.0,USA,WA,Everett,Earl,Averill,,Howard Earl,"Rock,The Earl of Snohomish",172.0,69.0,L,R,4/16/1929,4/25/1941,,averiea01,averiea01,avere101,averiea01,averiea01
424,425,averiea02,,,1931.0,9.0,9.0,USA,OH,Cleveland,,,,,,,Earl,Averill,,Earl Douglas,,185.0,70.0,R,R,4/19/1956,9/26/1963,,averiea02,averiea02,avere102,averiea02,averiea02
425,426,averyst01,,,1970.0,4.0,14.0,USA,MI,Trenton,,,,,,,Steve,Avery,,Steven Thomas,,180.0,76.0,L,L,6/13/1990,7/20/2003,,averyst01,averyst01,avers001,averyst01,averyst01
426,427,avilabo01,,,1924.0,4.0,2.0,Mexico,30,Veracruz,2004.0,10.0,26.0,Mexico,30,Veracruz,Bobby,Avila,,Roberto Francisco (Gonzales),,175.0,70.0,R,R,4/30/1949,9/29/1959,,avilabo01,avilabo01,avilb101,avilabo01,avilabo01
427,428,avilera01,,,1952.0,1.0,22.0,P.R.,,Manati,,,,,,,Ramon,Aviles,,Ramon Antonio (Miranda),,155.0,69.0,R,R,7/10/1977,10/4/1981,Puerto Rico,avilera01,avilera01,avilr101,avilera01,avilera01
428,429,avreaja01,,,1920.0,7.0,6.0,USA,TX,Cleburne,1987.0,6.0,26.0,USA,TX,Dallas,Jay,Avrea,,James Epherium,,175.0,73.0,R,R,4/22/1950,5/6/1950,,avreaja01,avreaja01,avrej101,avreaja01,avreaja01
429,430,ayalabe01,,,1951.0,2.0,7.0,P.R.,,Yauco,,,,,,,Benny,Ayala,,Benigno (Felix),,185.0,73.0,R,R,8/27/1974,10/2/1985,,ayalabe01,ayalabe01,ayalb001,ayalabe01,ayalabe01
430,431,ayalabo01,,,1969.0,7.0,8.0,USA,CA,Ventura,,,,,,,Bobby,Ayala,,Robert Joseph,,190.0,74.0,R,R,9/5/1992,10/2/1999,,ayalabo01,ayalabo01,ayalb002,ayalabo01,ayalabo01
431,432,aybarma01,,,1972.0,5.0,4.0,D.R.,,Bani,,,,,,,Manuel,Aybar,,Manuel Antonio,,175.0,73.0,R,R,8/4/1997,6/10/2005,,aybarma01,aybarma01,aybam001,aybarma01,aybarma01
432,433,aydelja01,,,1861.0,7.0,6.0,USA,IN,North Manchester,1926.0,10.0,22.0,USA,MI,Detroit,Jake,Aydelott,,Jacob Stuart,,180.0,72.0,L,R,5/15/1884,7/12/1886,,aydelja01,aydelja01,aydej101,aydelja01,aydelja01
433,434,ayersbi01,,,1919.0,9.0,27.0,USA,GA,Newnan,1980.0,9.0,24.0,USA,GA,Newnan,Bill,Ayers,,William Oscar,,185.0,75.0,R,R,4/17/1947,7/13/1947,,ayersbi01,ayersbi01,ayerb101,ayersbi01,ayersbi01
434,435,ayersdo01,,,1891.0,5.0,21.0,USA,VA,Snake Creek,1968.0,5.0,26.0,USA,VA,Pulaski,Doc,Ayers,,Yancey Wyatt,,185.0,73.0,R,R,9/9/1913,5/21/1921,,ayersdo01,ayersdo01,ayerd101,ayersdo01,ayersdo01
435,436,aylwadi01,,,1925.0,6.0,4.0,USA,MD,Baltimore,1983.0,6.0,11.0,USA,CA,Spring Valley,Dick,Aylward,,Richard John,Dandy,190.0,72.0,R,R,5/1/1953,5/20/1953,,aylwadi01,aylwadi01,aylwd101,aylwadi01,aylwadi01
436,437,ayraubo01,,,1966.0,4.0,27.0,USA,CA,South Lake Tahoe,,,,,,,Bob,Ayrault,,Robert Cunningham,,230.0,76.0,R,R,6/7/1992,7/25/1993,UNLV,ayraubo01,ayraubo01,ayrab001,ayraubo01,ayraubo01
437,438,ayraujo01,,,1971.0,10.0,8.0,USA,MI,Rochester,,,,,,,Joe,Ayrault,,Joseph Allen,,190.0,75.0,R,R,9/1/1996,9/29/1996,,ayraujo01,ayraujo01,ayraj001,ayraujo01,ayraujo01
438,439,azcuejo01,,,1939.0,8.0,18.0,Cuba,,Cienfuegos,,,,,,,Joe,Azcue,,Jose Joaquin (Lopez),The Immortal Azcue,190.0,72.0,R,R,8/3/1960,9/29/1972,,azcuejo01,azcuejo01,azcuj101,azcuejo01,azcuejo01
439,440,azocaos01,,,1965.0,2.0,21.0,Venezuela,,Soro,,,,,,,Oscar,Azocar,,Oscar Gregorio,,170.0,73.0,L,L,7/17/1990,10/4/1992,,azocaos01,azocaos01,azoco001,azocaos01,azocaos01
440,441,babbch01,,,1873.0,2.0,20.0,USA,OR,Milwaukie,1954.0,3.0,19.0,USA,OR,Portland,Charlie,Babb,,Charles Amos,,165.0,70.0,B,R,4/17/1903,9/2/1905,,babbch01,babbch01,babbc101,babbch01,babbch01
441,442,babcobo01,,,1949.0,8.0,25.0,USA,PA,New Castle,,,,,,,Bob,Babcock,,Robert Ernest,,210.0,77.0,R,R,7/22/1979,6/11/1981,Beaver County CC,babcobo01,babcobo01,babcb101,babcobo01,babcobo01
442,443,babelo01,,,1928.0,1.0,11.0,USA,IA,Pisgah,1984.0,2.0,14.0,USA,NE,Omaha,Loren,Babe,,Loren Rolland,Bee Bee,180.0,70.0,L,R,8/19/1952,9/27/1953,,babelo01,babelo01,babel101,babelo01,babelo01
443,444,babicjo01,,,1913.0,5.0,14.0,USA,CA,Albion,2001.0,1.0,19.0,,,,Johnny,Babich,,John Charles,,185.0,73.0,R,R,6/19/1934,8/28/1941,,babicjo01,babicjo01,babij101,babicjo01,babicjo01
444,445,babinch01,,,1895.0,5.0,4.0,USA,RI,Cranston,1957.0,3.0,22.0,USA,RI,Providence,Charlie,Babington,,Charles Percy,,170.0,72.0,R,R,7/20/1915,9/26/1915,,babinch01,babinch01,babic101,babinch01,babinch01
445,446,babitsh01,,,1959.0,3.0,9.0,USA,CA,Oakland,,,,,,,Shooty,Babitt,,Mack Neal,,174.0,68.0,R,R,4/9/1981,9/4/1981,Alameda CC,babitsh01,babitsh01,babis101,babitsh01,babitsh01
446,447,backmle01,,,1888.0,3.0,20.0,USA,OH,Cleves,1975.0,11.0,8.0,USA,OH,Cincinnati,Les,Backman,,Lester John,,195.0,72.0,R,R,7/3/1909,8/28/1910,,backmle01,backmle01,backl101,backmle01,backmle01
447,448,backmwa01,,,1959.0,9.0,22.0,USA,OR,Hillsboro,,,,,,,Wally,Backman,,Walter Wayne,,160.0,69.0,B,R,9/2/1980,5/14/1993,,backmwa01,backmwa01,backw001,backmwa01,backmwa01
448,449,baconed01,,,1895.0,4.0,8.0,USA,KY,Frankfort,1963.0,10.0,2.0,USA,KY,Louisville,Eddie,Bacon,,Edgar Suter,,181.885744235,,,,8/13/1917,8/20/1917,,baconed01,baconed01,bacoe101,baconed01,baconed01
449,450,bacsimi01,,,1952.0,4.0,1.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,,Michael James,,180.0,74.0,R,R,6/15/1975,8/9/1980,Trinity,bacsimi01,bacsimi01,bacsm101,bacsimi01,bacsimi01
450,451,bacsimi02,,,1977.0,11.0,11.0,USA,TX,Dallas,,,,,,,Mike,Bacsik,,,,190.0,75.0,L,L,8/5/2001,9/30/2007,,bacsimi02,bacsimi02,bacsm001,bacsimi02,bacsimi02
451,452,baczefr01,,,1926.0,5.0,15.0,USA,MN,St. Paul,1976.0,11.0,14.0,USA,CA,Culver City,Fred,Baczewski,,Frederic John,Lefty,185.0,74.0,L,L,4/26/1953,4/16/1955,,baczefr01,baczefr01,baczf101,baczefr01,baczefr01
452,453,baderar01,,,1886.0,9.0,21.0,USA,MO,St. Louis,1957.0,4.0,5.0,USA,MO,St.Louis,Art,Bader,,Arthur Herman,,170.0,70.0,R,R,8/2/1904,8/3/1904,,baderar01,baderar01,badea101,baderar01,baderar01
453,454,baderlo01,,,1888.0,4.0,27.0,USA,IL,Bader,1973.0,6.0,2.0,USA,KS,LeRoy,Lore,Bader,,Lore Verne,King,175.0,72.0,L,R,9/30/1912,7/18/1918,,baderlo01,baderlo01,badek101,baderlo01,baderlo01
454,455,badgrre01,,,1902.0,12.0,1.0,USA,WA,Orillia,1998.0,7.0,13.0,USA,WA,Kent,Red,Badgro,,Morris Hiram,,190.0,72.0,L,R,6/20/1929,9/18/1930,,badgrre01,badgrre01,badgr101,badgrre01,badgrre01
455,456,baeched01,,,1907.0,5.0,15.0,USA,OK,Paden,1957.0,8.0,15.0,USA,IL,Grafton,Ed,Baecht,,Edward Joseph,,195.0,75.0,R,R,4/24/1926,9/3/1937,,baeched01,baeched01,baece101,baeched01,baeched01
456,457,baergca01,,baergca01h,1968.0,11.0,4.0,P.R.,,Santurce,,,,,,,Carlos,Baerga,,Carlos Obed (Ortiz),,165.0,71.0,B,R,4/14/1990,9/30/2005,,baergca01,baergca01,baerc001,baergca01,baergca01
457,458,baezbe01,,,1977.0,5.0,6.0,D.R.,,Bonao,,,,,,,Benito,Baez,,,,160.0,72.0,L,L,8/25/2001,10/5/2001,,baezbe01,baezbe01,baezb001,baezbe01,baezbe01
458,459,baezda01,,,1977.0,9.0,10.0,Cuba,,Pinar Del Rio,,,,,,,Danys,Baez,,Denis (Gonzalez),,225.0,75.0,R,R,5/13/2001,,,baezda01,baezda01,baezd001,baezda01,baezda01
459,460,baezda01,,,1953.0,12.0,31.0,D.R.,,San Cristobal,,,,,,,Jose,Baez,born Jose Antonio Mota (Baez),Jose Antonio,,160.0,68.0,R,R,4/6/1977,6/6/1978,,baezjo01,baezjo01,baezj101,baezjo01,baezjo01
460,461,baezke01,,,1967.0,1.0,10.0,USA,NY,Brooklyn,,,,,,,Kevin,Baez,,Kevin Richard,,160.0,72.0,R,R,9/3/1990,10/3/1993,Dominican,baezke01,baezke01,baezk001,baezke01,baezke01
461,462,bagbyji01,,,1889.0,10.0,5.0,USA,GA,Barnett,1954.0,7.0,28.0,USA,GA,Marietta,Jim,Bagby,,James Charles Jacob (Sr.),Sarge,170.0,72.0,B,R,4/22/1912,9/7/1923,,bagbyji01,bagbyji01,bagbj101,bagbyji01,bagbyji01
462,463,bagbyji02,,,1916.0,9.0,8.0,USA,OH,Cleveland,1988.0,9.0,2.0,USA,GA,Marietta,Jim,Bagby,,James Charles Jacob (Jr.),,170.0,74.0,R,R,4/18/1938,9/25/1947,,bagbyji02,bagbyji02,bagbj102,bagbyji02,bagbyji02
463,464,bagwebi01,,,1895.0,2.0,24.0,USA,LA,Choudrant,1976.0,10.0,5.0,USA,LA,Choudrant,Bill,Bagwell,,William Mallory,Big Bill,175.0,73.0,L,L,4/17/1923,9/26/1925,,bagwebi01,bagwebi01,bagwb101,bagwebi01,bagwebi01
464,465,bagweje01,,bagweje01h,1968.0,5.0,27.0,USA,MA,Boston,,,,,,,Jeff,Bagwell,,Jeffrey Robert,BagPipes,195.0,72.0,R,R,4/8/1991,10/2/2005,Hartford,bagweje01,bagweje01,bagwj001,bagweje01,bagweje01
465,466,bahnsst01,,bahnsst01h,1944.0,12.0,15.0,USA,IA,Council Bluffs,,,,,,,Stan,Bahnsen,,Stanley Raymond,Bahnsen Burner,185.0,74.0,R,R,9/9/1966,10/2/1982,,bahnsst01,bahnsst01,bahns101,bahnsst01,bahnsst01
466,467,bahred01,,,1919.0,10.0,16.0,CAN,SK,Rouleau,2007.0,4.0,6.0,USA,WA,Fall City,Ed,Bahr,,Edson Garfield,,172.0,73.0,R,R,5/1/1946,7/4/1947,,bahred01,bahred01,bahre101,bahred01,bahred01
